codigo,frase_idx,emocion_idx,experienciador,experienciador_marca,tipo_emocion,fuente_marca,fuente_inferencia,modo_existencia,caracterizacion__foria,caracterizacion__foria_justificacion,caracterizacion__dominancia,caracterizacion__dominancia_justificacion,caracterizacion__intensidad,caracterizacion__intensidad_justificacion,caracterizacion__duracion,caracterizacion__duracion_justificacion,caracterizacion__tipo_atribucion,caracterizacion__tipo_atribucion_justificacion,caracterizacion__temporalidad,caracterizacion__temporalidad_justificacion,caracterizacion__aspecto,caracterizacion__aspecto_justificacion,caracterizacion_version,caracterizacion_error,tipo_configuracion,modo_semiotizacion,modo_identificacion,tipo_emocion_canonico,actantes__mediador__presente,actantes__mediador__descripcion,actantes__mediador__tipo,actantes__mediador__justificacion,actantes__verificador_normativo__presente,actantes__verificador_normativo__descripcion,actantes__verificador_normativo__tipo,actantes__verificador_normativo__evaluacion,actantes__verificador_normativo__justificacion,actantes__verificador_observacional__presente,actantes__verificador_observacional__descripcion,actantes__verificador_observacional__tipo,actantes__verificador_observacional__evaluacion,actantes__verificador_observacional__justificacion,actantes__operador_modificacion__presente,actantes__operador_modificacion__descripcion,actantes__operador_modificacion__funcion,actantes__operador_modificacion__justificacion,actantes__polaridad__negada,actantes__polaridad__tipo,actantes__polaridad__justificacion,actantes_version,actantes_error,created_at,updated_at
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,107,6,Javier Milei,no identificado,rechazo,populistas,los populistas,actual,disforico,"El rechazo es, por definición, una emoción negativa; se infiere en la enumeración de etiquetas que el orador considera adversarias.",cognoscitiva,"El rechazo se manifiesta a través de una categorización ideológica y evaluativa (""comunistas"", ""socialistas"", ""populistas""), procesando la emoción desde el juicio político.",alta,"La exhaustividad de la lista (""Ya sea que se declaren... o..."") y la carga semántica de los términos sugieren una postura tajante y fuerte.",permanente,"El rechazo a estas corrientes ideológicas es constitutivo de la identidad política y el programa del experienciador, no un estado pasajero.",sin_atribucion,"No hay términos del campo léxico de la emoción (no dice 'odio', 'rechazo' o 'detesto') ni atribución sintáctica; la emoción se infiere de la valoración peyorativa de las etiquetas.",contemporanea,Se refiere a actores y categorías políticas activas en el presente de la enunciación.,no_marcado,"No hay una marca gramatical que indique el inicio, fin o repetición del estado emocional; el texto es una enumeración nominal.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,asco,False,,ausente,No hay un vehículo externo; la emoción de rechazo se manifiesta directamente a través de la categorización axiológica de los sujetos.,False,,ausente,sin_evaluacion,El discurso no invoca una norma explícita para evaluar si el rechazo es adecuado o inadecuado.,False,,ausente,sin_evaluacion,No se cuestiona ni se corrobora la autenticidad del sentimiento de rechazo.,False,,ausente,"El discurso describe el rechazo del experienciador hacia las categorías mencionadas, pero no hay una operación dirigida a modificar esa emoción en el propio Milei.",False,afirmada,El rechazo se predica positivamente a través de la enumeración de etiquetas ideológicas cargadas negativamente por el enunciador.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.992871+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,107,7,Javier Milei,no identificado,rechazo,nacionalistas,los nacionalistas,actual,disforico,El rechazo es una valencia negativa dirigida hacia los grupos mencionados.,cognoscitiva,"El rechazo se manifiesta a través de una clasificación categórica y evaluativa de ideologías ('comunistas', 'socialistas', etc.).",alta,La exhaustividad de la lista y la inclusión de términos polarizantes sugieren una oposición fuerte y tajante.,permanente,Se trata de una postura ideológica constitutiva de la identidad política del experienciador.,sin_atribucion,"No hay términos del campo léxico de la emoción (ej. 'odio', 'detesto') atribuidos sintácticamente; el rechazo se infiere de la enumeración peyorativa en el contexto del discurso.",contemporanea,Se refiere a actores y corrientes políticas vigentes en el presente de la enunciación.,no_marcado,"No presenta marcas gramaticales de inicio, fin o repetición; es una enumeración descriptiva.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,asco,False,,ausente,No hay un vehículo externo; la emoción de rechazo se manifiesta directamente a través de la categorización axiológica de los sujetos.,False,,ausente,sin_evaluacion,El discurso no invoca una norma explícita para evaluar si el rechazo es adecuado o inadecuado.,False,,ausente,sin_evaluacion,No se cuestiona ni se corrobora la autenticidad del sentimiento de rechazo.,False,,ausente,"El discurso describe el rechazo del experienciador hacia las categorías mencionadas, pero no hay una operación dirigida a modificar esa emoción en el propio Milei.",False,afirmada,El rechazo se predica positivamente a través de la enumeración de etiquetas ideológicas cargadas negativamente por el enunciador.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.993035+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,107,8,Javier Milei,no identificado,rechazo,globalistas,los globalistas,actual,disforico,"El rechazo es una emoción de valencia negativa, reforzada por la carga peyorativa en el contexto del discurso hacia los 'globalistas'.",cognoscitiva,"El rechazo se manifiesta a través de una clasificación taxonómica y evaluativa de ideologías ('comunistas', 'socialistas', 'globalistas').",alta,"La exhaustividad de la lista ('Ya sea que se declaren...', 'o...') denota un rechazo total y categórico hacia todo el espectro mencionado.",permanente,El rechazo a estas corrientes ideológicas es un rasgo constitutivo de la identidad política y el discurso del experienciador.,sin_atribucion,"No hay términos del campo léxico de la emoción (ej. 'odio', 'detesto') atribuidos sintácticamente; el rechazo se infiere de la enumeración opositora.",contemporanea,Se refiere a actores y corrientes políticas activas en el presente de la enunciación.,no_marcado,"No presenta marcas gramaticales de inicio, fin o repetición; la enumeración es descriptiva.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,asco,False,,ausente,No hay un vehículo externo; la emoción de rechazo se manifiesta directamente a través de la categorización axiológica de los sujetos.,False,,ausente,sin_evaluacion,El discurso no invoca una norma explícita para evaluar si el rechazo es adecuado o inadecuado.,False,,ausente,sin_evaluacion,No se cuestiona ni se corrobora la autenticidad del sentimiento de rechazo.,False,,ausente,"El discurso describe el rechazo del experienciador hacia las categorías mencionadas, pero no hay una operación dirigida a modificar esa emoción en el propio Milei.",False,afirmada,El rechazo se predica positivamente a través de la enumeración de etiquetas ideológicas cargadas negativamente por el enunciador.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.993182+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,108,0,Javier Milei,no identificado,indignación,el estado debe dirigir todos los aspectos,la intervención del estado,actual,disforico,La indignación es una emoción negativa; se manifiesta en el rechazo a que el estado dirija 'todos los aspectos de la vida'.,cognoscitiva,La indignación surge de un juicio evaluativo y una lectura analítica sobre la naturaleza de las posturas ajenas ('no hay diferencias sustantivas').,alta,"El uso del cuantificador universal 'todos los aspectos' denota una percepción de control total, lo cual eleva la carga afectiva del rechazo.",durable,"No es una reacción instantánea, sino una postura crítica sostenida sobre un sistema de pensamiento.",sin_atribucion,No hay términos léxicos del campo emocional (como 'estoy indignado' o 'me molesta') atribuidos sintácticamente al actor; la emoción se infiere de la valoración negativa de la situación.,contemporanea,Se refiere a posturas que las instituciones 'sostienen' en el presente del discurso.,imperfectivo,"Se presenta como una situación habitual y persistente ('todas sostienen'), sin un límite temporal cerrado.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,indignación,False,,ausente,El experienciador expresa su postura directamente; no hay un vehículo externo que transporte la emoción desde la fuente hacia él.,False,,ausente,sin_evaluacion,"No hay una mención explícita a una norma (moral, jurídica o social) que valide o rechace la adecuación de sentir indignación.",False,,ausente,sin_evaluacion,El discurso no cuestiona ni corrobora la autenticidad de la emoción ni la veracidad del desencadenante.,False,,ausente,"El discurso describe la fuente de la indignación, pero no hay una operación dirigida a modificar la emoción del propio Milei.",False,afirmada,La indignación se predica positivamente al denunciar que el estado 'debe dirigir todos los aspectos de la vida'.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.993337+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,109,0,Javier Milei,no identificado,indignación,un modelo contrario,modelos contrarios al progreso,actual,disforico,La indignación es intrínsecamente una emoción negativa (disonancia entre lo que se considera correcto y lo que sucede).,cognoscitiva,La indignación surge de un juicio evaluativo y una comparación racional entre dos modelos económicos ('modelo contrario' vs 'progreso más espectacular').,alta,El uso del superlativo 'más espectacular' para contrastar la eficiencia del progreso frente al error del 'modelo contrario' denota una fuerte carga valorativa.,durable,"No es una reacción instantánea, sino una postura ideológica extendida sobre la naturaleza del modelo económico defendido por otros.",sin_atribucion,No hay términos del campo léxico de la emoción (no dice 'estoy indignado' o 'siento rabia') ni atribución sintáctica; la indignación se infiere de la valoración crítica del modelo.,contemporanea,Se refiere a una acción actual ('defienden') que ocurre en el presente de la enunciación.,no_marcado,"El verbo 'defienden' se presenta en presente simple sin marcas aspectuales de inicio, fin o repetición.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,indignación,True,,discurso_propio,El experienciador manifiesta su indignación a través de su propio discurso al criticar el modelo defendido por otros.,True,,norma_ideologica_o_politica,legitima,La emoción se legitima desde una norma ideológica/política: el modelo que 'llevó a la humanidad al progreso más espectacular'.,False,,ausente,sin_evaluacion,No hay un cuestionamiento ni una corroboración de la autenticidad de la emoción.,False,,ausente,"El discurso describe el motivo de la indignación, pero no hay una operación dirigida a modificar la emoción del propio Milei.",False,afirmada,La indignación se predica positivamente como una postura actual del experienciador frente al modelo mencionado.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.993477+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,110,0,Javier Milei y delegación argentina,Nosotros,esperanza,la prosperidad,prosperidad,potencial,euforico,"Asociada conceptualmente a la 'prosperidad', que posee una valencia positiva.",cognoscitiva,"La esperanza se centra en una evaluación racional y una propuesta política ('invitar a los demás países', 'camino de la prosperidad').",alta,La fuerza se infiere de la acción imperativa de 'invitar' y la magnitud del objetivo propuesto (la prosperidad de Occidente).,durable,"No es una reacción instantánea, sino que se vincula a un proyecto político y un 'camino' que se extiende en el tiempo.",sin_atribucion,No hay términos del campo léxico de la emoción (como 'esperamos' o 'esperanza') atribuidos sintácticamente a un sujeto; la esperanza se infiere de la invitación a retomar la prosperidad.,contemporanea,Se sitúa en el presente de la enunciación ('venimos hoy aquí') y se proyecta hacia los interlocutores presentes.,no_marcado,"El verbo 'retomemos' presenta una acción proyectada sin una marca aspectual específica de inicio, cese o repetición.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,esperanza,True,,discurso_propio,El propio enunciado ('invitar a los demás países... a que retomemos el camino') funciona como el vehículo que proyecta y vehiculiza la posibilidad de prosperidad y la esperanza asociada.,False,,ausente,sin_evaluacion,"No se invoca una norma cultural, moral o jurídica para evaluar si es correcto o no sentir esperanza.",False,,ausente,sin_evaluacion,No se cuestiona ni se corrobora la autenticidad de la emoción ni la veracidad de su disparador.,True,,persuasion_afectiva,"El discurso no describe una esperanza actual, sino que proyecta un horizonte emocional deseable ('retomemos el camino de la prosperidad') para persuadir a los destinatarios.",False,afirmada,La esperanza se predica positivamente como un estado deseado y posible ('retomemos el camino').,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.993634+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,112,0,Javier Milei,no identificado,rechazo,el colectivismo,el colectivismo,actual,disforico,El rechazo y la asociación con el 'empobrecimiento' poseen una tonalidad afectiva negativa.,cognoscitiva,La emoción de rechazo se manifiesta a través de un juicio evaluativo y racionalizado sobre un fenómeno económico ('no es una fantasía').,alta,La negativa categórica ('no es una fantasía') denota una convicción fuerte y una postura tajante.,permanente,El rechazo al colectivismo es un rasgo constitutivo de la identidad política y afectiva del experienciador.,sin_atribucion,"No hay términos del campo léxico de la emoción (ej. 'odio', 'detesto') atribuidos sintácticamente al sujeto; el rechazo se infiere de la valoración negativa del colectivismo.",contemporanea,Se sitúa en el presente de la enunciación respecto a la vigencia del fenómeno descrito.,imperfectivo,"Se presenta como un estado habitual y continuo ('produce'), sin un punto de cierre.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,asco,False,,ausente,"El rechazo del experienciador se manifiesta directamente a través de su juicio sobre el fenómeno, sin un vehículo externo que medie la emoción.",False,,ausente,sin_evaluacion,"No se invoca una norma sociocultural, moral o jurídica para evaluar si es correcto o incorrecto sentir rechazo.",False,,ausente,sin_evaluacion,No se cuestiona la autenticidad del rechazo ni se propone un desencadenante alternativo.,False,,ausente,"El discurso describe la realidad del fenómeno ('no es una fantasía'), pero no hay una operación dirigida a modificar la emoción del propio Milei.",False,afirmada,El rechazo se predica positivamente al calificar el colectivismo como productor de 'empobrecimiento'.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.993776+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,113,0,Javier Milei,no identificado,rechazo,fatalismo,el destino inevitable,realizada,disforico,El rechazo es intrínsecamente una valoración negativa hacia el objeto ('fatalismo').,cognoscitiva,El rechazo se manifiesta como una postura evaluativa y racional contra una corriente de pensamiento ('fatalismo').,alta,La negación tajante ('Ni tampoco') indica un rechazo categórico y fuerte.,permanente,Se presenta como una posición ideológica y un rasgo constitutivo de su discurso político.,sin_atribucion,"No hay un término léxico de emoción (ej. 'odio', 'detesto') atribuido sintácticamente a un sujeto; el rechazo se infiere de la negación ('Ni tampoco') del concepto.",contemporanea,"Se enuncia en el presente del discurso, definiendo la posición actual del orador.",no_marcado,No presenta marcas gramaticales de desarrollo interno; se presenta como un concepto sustantivado.,v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,asco,False,,ausente,No hay un vehículo externo; el rechazo se predica directamente como una postura del experienciador.,False,,ausente,sin_evaluacion,"No se invoca ninguna norma sociocultural, moral o política para legitimar o deslegitimar el rechazo al fatalismo.",False,,ausente,sin_evaluacion,"No se cuestiona ni se corrobora la autenticidad del sentimiento, solo se niega su existencia.",False,,ausente,"El discurso registra la ausencia de fatalismo en el experienciador, pero no realiza una operación para modificar esa emoción en él mismo.",True,negada_factual,Se niega la presencia de la emoción ('Ni tampoco fatalismo').,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.993933+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,117,0,sociedad argentina,somos,angustia,somos más pobres,situación de pobreza,realizada,disforico,Tonalidad negativa asociada a la 'angustia' y la sensación de estar 'atrapados' en la pobreza.,mixta,Combina el registro cognoscitivo (la evaluación de la 'espiral descendiente') con el registro corporal/material (la privación económica de 'ser más pobres').,alta,La metáfora de estar 'atrapados en una espiral descendiente' sugiere una magnitud fuerte y dominante de la situación.,durable,"Se describe como un proceso sostenido en el tiempo ('desde que decidimos', 'cada día'), manteniendo la intensidad del estado.",sin_atribucion,"No hay un término del campo léxico de la emoción (ej. 'angustia', 'sentimos miedo') atribuido sintácticamente; la angustia se infiere de la situación de empobrecimiento y la metáfora de la espiral.",contemporanea,"La emoción se sitúa en el presente de la enunciación ('estamos', 'somos').",imperfectivo,"El uso del presente ('estamos atrapados', 'somos más pobres') indica un estado en curso y habitual, sin un punto de cierre.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,angustia,False,,ausente,El vínculo entre la fuente (estar atrapados en una espiral descendiente/pobreza) y los argentinos es directo y factual en el relato; no hay un vehículo discursivo o material que transporte la emoción.,False,,ausente,sin_evaluacion,El texto no juzga si la angustia es adecuada o inadecuada según una norma; se limita a describirla como consecuencia del contexto económico.,False,,ausente,sin_evaluacion,No hay una puesta en duda ni una corroboración explícita de la autenticidad de la angustia sentida por los argentinos.,False,,ausente,"El discurso describe la situación de angustia como una consecuencia de la pobreza ('estamos atrapados'), pero no realiza una operación dirigida a modificar, inhibir o activar esa emoción en los argentinos en este fragmento.",False,afirmada,"La emoción se predica como un estado real y actual ('estamos atrapados'), por lo que se afirma positivamente.",v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.994085+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,117,1,sociedad argentina,estamos,desesperanza,atrapados en una espiral descendiente,estancamiento económico,realizada,disforico,La desesperanza y el sentimiento de estar 'atrapados' en la pobreza poseen una valencia negativa clara.,cognoscitiva,"La emoción se fundamenta en una evaluación racional y un juicio sobre la trayectoria económica ('modelo de la libertad', 'espiral descendiente').",alta,La metáfora de estar 'atrapados en una espiral descendiente' denota una magnitud fuerte y una situación crítica.,durable,"No es una reacción puntual, sino que se describe como un proceso que persiste en el tiempo ('cada día').",sin_atribucion,No hay términos del campo léxico de la emoción (como 'sentimos desesperanza' o 'estamos tristes') atribuidos sintácticamente; la emoción se infiere de la situación de estar 'atrapados' y ser 'más pobres'.,contemporanea,Se refiere a la situación actual de los argentinos en el momento de la enunciación ('estamos').,imperfectivo,"El uso del presente continuo ('estamos atrapados', 'somos más pobres') indica un estado en curso, sin un límite temporal definido.",v29,,cualificacion_por_componentes_descriptivo_narrativos,sostenida,por_senales_entrada,,False,,ausente,"La emoción de desesperanza no es vehiculizada por un objeto, discurso ajeno o escena, sino que es la consecuencia directa de la situación socioeconómica descrita.",False,,ausente,sin_evaluacion,"No hay una valoración sobre si es correcto o incorrecto sentir desesperanza, solo se describe el estado.",False,,ausente,sin_evaluacion,El discurso no cuestiona la autenticidad de la emoción ni propone un desencadenante alternativo al modelo económico mencionado.,False,,ausente,"El discurso describe la situación de desesperanza como un estado factual ('estamos atrapados'), pero no realiza una operación dirigida a modificar, inhibir o activar esa emoción en el presente.",False,afirmada,La emoción se predica positivamente como una realidad actual: 'estamos atrapados en una espiral descendiente'.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.994259+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,118,0,Javier Milei y sus pares/aliados,nosotros,resignación,no identificado,experiencias pasadas no identificadas,realizada,disforico,"La resignación, al ser un estado de aceptación de una situación negativa o adversa, posee una valencia negativa.",cognoscitiva,"La resignación se presenta como un juicio basado en la experiencia acumulada ('Ya lo vivimos'), una evaluación mental de la situación.",baja,La frase es descriptiva y sobria; no presenta intensificadores ni marcas de fuerte agitación emocional.,durable,"Se refiere a un proceso vivido que se extiende en el tiempo, no a una reacción instantánea.",sin_atribucion,No existe un término del campo léxico de la emoción (como 'estamos resignados') atribuido sintácticamente a un sujeto; la resignación se infiere del sentido de la frase.,pasado_historico,El uso del tiempo pretérito ('vivimos') ancla la emoción en un tiempo anterior al momento de la enunciación.,perfectivo,"El verbo 'vivimos' indica una acción completada en el pasado, vista como un hecho cerrado.",v29,,transposicion_situacion_reconocimiento_potencial,sostenida,por_senales_entrada,,False,,ausente,"No hay un vehículo externo (documento, objeto, discurso ajeno) que transporte la emoción; se presenta como una vivencia directa de los experienciadores.",False,,ausente,sin_evaluacion,"El texto no invoca ninguna norma social, moral o política para juzgar si la resignación es adecuada o inadecuada.",False,,ausente,sin_evaluacion,No hay un cuestionamiento ni una corroboración explícita sobre la autenticidad de la emoción o la veracidad de su causa.,False,,ausente,"El discurso registra la emoción como un hecho pasado ('Ya lo vivimos'), pero no hay una operación dirigida a modificar, inhibir o activar la resignación en el momento del enunciado.",False,afirmada,La emoción se predica positivamente como un hecho ocurrido ('Ya lo vivimos').,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.994410+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,119,0,Asistentes al Foro Económico Mundial de Davos,alertarlos,miedo,camino de servidumbre,camino de servidumbre,potencial,disforico,El miedo y la noción de 'servidumbre' poseen una valencia afectiva negativa.,cognoscitiva,La emoción se deriva de una advertencia racional sobre un proceso político y económico ('camino de servidumbre').,alta,El uso del verbo 'alertarlos' y la gravedad del término 'servidumbre' sugieren una magnitud fuerte de riesgo.,durable,Se refiere a un proceso sostenido en el tiempo ('continúan por este camino') y no a una reacción instantánea.,sin_atribucion,No hay términos del campo léxico de la emoción (ej. 'tienen miedo') atribuidos sintácticamente a los asistentes; el miedo se infiere de la acción de 'alertarlos' y del riesgo de 'servidumbre'.,contemporanea,La alerta se proyecta sobre los asistentes presentes en el foro ('estamos acá para alertarlos').,no_marcado,"No presenta una marca gramatical de inicio, fin o repetición; el verbo 'pasar' funciona como un potencial genérico.",v29,,transposicion_situacion_reconocimiento_potencial,sostenida,por_senales_entrada,miedo,True,,discurso_propio,El propio enunciado del presidente ('alertarlos acerca de lo que puede pasar') funciona como el vehículo para transmitir la amenaza y generar la emoción en los asistentes.,False,,ausente,sin_evaluacion,"El discurso no evalúa si sentir miedo es correcto o incorrecto según una norma, sino que lo utiliza como herramienta de alerta.",False,,ausente,sin_evaluacion,"No se cuestiona ni se corrobora la autenticidad de un miedo ya sentido, ya que la emoción es potencial.",True,,activacion_emocional,El verbo 'alertarlos' indica una acción deliberada del discurso para generar un estado de alarma o miedo inmediato ante un riesgo futuro.,False,afirmada,"La emoción es predicada como algo que debe ocurrir o que es necesaria para despertar la conciencia ('alertarlos'), no se niega la posibilidad del miedo, sino que se promueve.",v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.994578+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,119,1,Javier Milei,estamos,preocupación,camino de servidumbre,camino de servidumbre,realizada,disforico,Tonalidad negativa asociada a la advertencia y al concepto de 'servidumbre'.,cognoscitiva,Se manifiesta como una alerta basada en una evaluación racional sobre el rumbo político-económico ('lo que puede pasar si... continúan por este camino').,baja,"Siguiendo la heurística genérica para la 'preocupación', se califica como baja frente a emociones de pánico o terror.",durable,"La preocupación no es una reacción instantánea, sino que se extiende como una advertencia sostenida sobre un proceso histórico ('continúan por este camino').",sin_atribucion,No hay términos del campo léxico de la emoción (no dice 'estoy preocupado' o 'sentimos preocupación'). La emoción se infiere del acto de 'alertarlos' y la valoración del 'camino de servidumbre'.,contemporanea,Se refiere a la situación actual de los países de occidente y a la advertencia emitida en el presente de la enunciación ('estamos acá para alertarlos').,no_marcado,"No presenta marcas gramaticales de inicio, fin o repetición en el enunciado.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,,False,,ausente,"El enunciado es la herramienta que el experienciador utiliza para alertar, pero la preocupación es el estado interno que motiva el acto, no el vehículo por el cual el experienciador recibe la emoción.",False,,ausente,sin_evaluacion,El texto no juzga si es correcto o incorrecto sentir preocupación en este contexto.,False,,ausente,sin_evaluacion,No hay un cuestionamiento ni una corroboración de la autenticidad de la preocupación.,False,,ausente,"El discurso no opera sobre la preocupación del experienciador (Milei), sino que la utiliza como motor para alertar a otros.",False,afirmada,La preocupación se predica positivamente como el estado que impulsa la acción de 'alertar'.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.994730+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,121,0,la población,la pobreza,sufrimiento,medidas que entorpecen el libre funcionamiento,medidas que entorpecen el mercado,virtual,disforico,La 'pobreza' es intrínsecamente una condición de privación y malestar.,cognoscitiva,Se presenta como una consecuencia lógica y evaluativa derivada de un análisis económico ('el único destino posible').,alta,El uso de la expresión 'el único destino posible' denota una inevitabilidad y una gravedad máxima.,permanente,"La pobreza se describe como un 'destino', sugiriendo un estado constitutivo y estable una vez alcanzado.",sin_atribucion,"Aunque se menciona la 'pobreza', no hay un término del campo léxico de la emoción (ej. 'sufrimiento', 'tristeza') atribuido sintácticamente a un actor; la emoción de sufrimiento se infiere de la situación de pobreza.",futuro_historico,Se proyecta como una consecuencia futura ('si se adoptan... el destino es') derivada de acciones presentes.,no_marcado,"No presenta marcas gramaticales de inicio, fin o repetición; se presenta como un estado resultado.",v29,,cualificacion_por_indicadores_axiologicos,mostrada,por_senales_salida,,False,,ausente,"El vínculo entre la fuente (las medidas que entorpecen el mercado) y el experienciador (pobreza) es directo y causal según la lógica del enunciado, sin un vehículo mediador externo.",False,,ausente,sin_evaluacion,"No se evalúa si el sufrimiento de la pobreza es adecuado o inadecuado según una norma, sino que se presenta como un resultado inevitable.",False,,ausente,sin_evaluacion,"No se cuestiona ni corrobora la autenticidad de la emoción, ya que se proyecta como un resultado futuro.",False,,ausente,"El discurso describe un destino causal ('el único destino posible'), pero no realiza una operación dirigida a modificar la emoción en el experienciador.",False,afirmada,Se predica positivamente que la pobreza (entendida aquí como estado de sufrimiento) ocurrirá como consecuencia factural.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.994896+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,123,0,los asistentes al Foro de Davos / líderes globales,se dejen,miedo,la casta política,la casta política,potencial,disforico,"El miedo es inherentemente una emoción de malestar y amenaza, reforzado por la connotación negativa de 'amedrentar'.",mixta,El miedo (amedrentamiento) implica tanto una respuesta somática de inhibición como una evaluación cognitiva de amenaza proveniente de 'la casta'.,alta,Se infiere una intensidad alta dado que el miedo es lo suficientemente fuerte como para requerir una exhortación explícita a no dejarse vencer ('No se dejen amedrentar').,durable,"Se presenta como una presión sostenida en el tiempo ejercida por actores políticos ('la casta', 'los parásitos'), no como un susto instantáneo.",sin_atribucion,"No cumple las condiciones (A) y (B). El término 'amedrentar' es un verbo de acción/efecto, no un término del campo léxico de la emoción (como 'miedo' o 'temor') atribuido sintácticamente a un actor como poseedor del sentimiento.",contemporanea,"La advertencia se dirige a los asistentes en el presente de la enunciación, proyectando la emoción sobre el auditorio actual.",no_marcado,"El verbo 'amedrentar' no presenta una marca aspectual específica de inicio, fin o repetición en la construcción exhortativa.",v29,,ordenado_alrededor_de_verbos_psicologicos,dicha,directa,miedo,True,,discurso_propio,El propio enunciado del presidente busca intervenir en el estado emocional de los asistentes.,False,,ausente,sin_evaluacion,"No se invoca una norma cultural, moral o jurídica para validar o rechazar la emoción, sino que se pide inhibirla.",False,,ausente,sin_evaluacion,"El discurso no cuestiona ni corrobora la autenticidad de la emoción, sino que opera sobre su potencialidad.",True,,inhibicion,El imperativo 'No se dejen amedrentar' busca bloquear o restringir el efecto del miedo producido por la fuente.,True,negada_deontica,'No se dejen amedrentar' indica que la emoción (miedo) no debe darse o no debe surtir efecto.,v29,,2026-07-02 22:47:01,2026-07-06 06:35:00.995042+00:00
