codigo,unit_idx,frase,actores_payload,actores_version,actores_error,emociones_payload,emociones_version,emociones_error,emociones_pass2_payload,emociones_pass2_version,emociones_pass2_error,created_at,updated_at
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,10,"Pero salvando esta excepción, a lo largo de todo el período, entre el año cero y el año 1800, el PBI per cápita, a nivel global, se mantuvo estancado.",[],v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.363895+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,11,"Ahora bien, no sólo que el capitalismo generó una explosión de riqueza, desde el momento que se adoptó como sistema económico, sino que si uno analiza los datos lo que se observa es que el crecimiento se viene acelerando, a lo largo de todo el período.","[{""marca"": ""el capitalismo"", ""actor"": ""capitalismo"", ""tipo"": ""institucional"", ""modo"": ""explicito"", ""justificacion"": ""Se menciona explícitamente como el sistema que generó la riqueza.""}, {""marca"": ""uno"", ""actor"": ""personas en general"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""El pronombre 'uno' se utiliza como un sujeto indeterminado que realiza la acción de analizar.""}]",v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.363987+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,12,"Durante todo el período – comprendido entre el año cero y el 1800 – la tasa de crecimiento del PBI per cápita se mantuvo estable en torno al 0,02 por ciento, anual.",[],v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364081+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,13,"Es decir, prácticamente sin crecimiento; a partir del siglo XIX con la Revolución Industrial la tasa de crecimiento pasa al 0,66 por ciento.","[{""marca"": ""tasa de crecimiento"", ""actor"": ""sociedades humanas / humanidad"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""La mención a la 'tasa de crecimiento' económica implica la acción de sujetos que producen riqueza y desarrollo.""}]",v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364171+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,14,"A ese ritmo para duplicar el PBI per cápita se necesitaría crecer, durante 107 años.",[],v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364267+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,15,"Ahora bien, si observamos el período entre 1900 y 1950, la tasa de crecimiento se acelera al 1,66 por ciento, anual.","[{""marca"": ""observamos"", ""actor"": ""Javier Milei"", ""tipo"": ""humano_individual"", ""modo"": ""inferido"", ""justificacion"": ""El verbo 'observamos' incluye al enunciador en una primera persona del plural.""}]",v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364357+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,16,"Ya no necesitamos 107 años para duplicar el PBI per cápita, sino 66.","[{""marca"": ""necesitamos"", ""actor"": ""Argentina / Estado Argentino"", ""tipo"": ""institucional"", ""modo"": ""inferido"", ""justificacion"": ""El pronombre 'nosotros' implícito en la conjugación del verbo 'necesitamos' refiere al país cuyo PBI se analiza.""}]",v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364451+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,17,"Y si tomamos el período – comprendido entre 1950 y el año 2000 – vemos que la tasa de crecimiento fue de 2,1 por ciento, anual, lo que derivaría en que sólo 33 años podríamos duplicar el PBI per cápita del mundo.","[{""marca"": ""tomamos"", ""actor"": ""Javier Milei"", ""tipo"": ""humano_individual"", ""modo"": ""inferido"", ""justificacion"": ""El verbo 'tomamos' y 'vemos' en primera persona del plural indica que el enunciador se incluye en la acción.""}, {""marca"": ""PBI per cápita del mundo"", ""actor"": ""la población mundial"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""La expresión 'PBI per cápita del mundo' hace referencia al ingreso promedio por persona a nivel global.""}]",v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364541+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,18,"Esta tendencia lejos de detenerse se mantiene viva, aún hoy.",[],v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364630+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,19,"Si tomamos el período, entre el año 2000 y el 2023, la tasa de crecimiento volvió a acelerar el 3 por ciento, anual, lo que implica que podríamos duplicar nuestro PBI per cápita, en el mundo en tan sólo 23 años.","[{""marca"": ""tomamos"", ""actor"": ""Javier Milei"", ""tipo"": ""humano_individual"", ""modo"": ""inferido"", ""justificacion"": ""El pronombre 'nosotros' (implícito en 'tomamos' y 'podríamos') refiere al enunciador y su equipo/nación.""}, {""marca"": ""nuestro"", ""actor"": ""Argentina"", ""tipo"": ""institucional"", ""modo"": ""inferido"", ""justificacion"": ""El posesivo 'nuestro' en 'nuestro PBI' hace referencia a la entidad nacional representada por el enunciador.""}]",v22,,[],v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364718+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,20,"Ahora bien, cuando se estudia el PBI per cápita, desde el año 1800 al día de hoy, lo que se observa es que, luego de la Revolución Industrial, el PBI per cápita mundial, se multiplicó por más de 15 veces, generando una explosión de riqueza que sacó de la pobreza al 90 por ciento de la población mundial.","[{""marca"": ""la población mundial"", ""actor"": ""población mundial"", ""tipo"": ""colectivo"", ""modo"": ""explicito"", ""justificacion"": ""La expresión 'población mundial' nombra explícitamente al colectivo afectado por la riqueza.""}]",v22,,"[{""experienciador"": ""la población mundial"", ""experienciador_marca"": ""población mundial"", ""tipo_emocion"": ""alivio"", ""fuente_marca"": ""explosión de riqueza"", ""fuente_inferencia"": ""la explosión de riqueza"", ""modo_existencia"": ""realizada"", ""tipo_configuracion"": ""cualificacion_por_componentes_descriptivo_narrativos""}]",v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364814+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,21,"No debemos olvidar nunca, que – para el año 1800 – cerca del 95 por ciento, de la población mundial, vivía en la pobreza más extrema; mientras que ese número cayó al 5 por ciento para el año 2020, previo a la pandemia.","[{""marca"": ""debemos"", ""actor"": ""Javier Milei"", ""tipo"": ""humano_individual"", ""modo"": ""inferido"", ""justificacion"": ""El pronombre 'nosotros' incluido en el verbo 'debemos' refiere al enunciador y su audiencia.""}, {""marca"": ""la población mundial"", ""actor"": ""población mundial"", ""tipo"": ""colectivo"", ""modo"": ""explicito"", ""justificacion"": ""Se menciona explícitamente como el sujeto que vivía en la pobreza.""}]",v22,,"[{""experienciador"": ""Javier Milei"", ""experienciador_marca"": ""debemos"", ""tipo_emocion"": ""satisfacción"", ""fuente_marca"": ""ese número cayó al 5 por ciento"", ""fuente_inferencia"": ""reducción de la pobreza mundial"", ""modo_existencia"": ""actual"", ""tipo_configuracion"": ""cualificacion_por_indicadores_axiologicos""}]",v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.364939+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,22,"La conclusión es obvia: lejos de ser la causa de nuestros problemas, el capitalismo de libre empresa, como sistema económico, es la única herramienta que tenemos para terminar con el hambre, la pobreza y la indigencia, a lo largo y a lo ancho de todo el planeta.","[{""marca"": ""nuestros"", ""actor"": ""humanidad / población global"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""La marca 'nuestros' incluye al enunciador y a otros sujetos afectados por los problemas mencionados.""}, {""marca"": ""tenemos"", ""actor"": ""humanidad / población global"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""El pronombre 'tenemos' indica la posesión de la herramienta para combatir problemas globales.""}]",v22,,"[{""experienciador"": ""humanidad / población global"", ""experienciador_marca"": ""todo el planeta"", ""tipo_emocion"": ""sufrimiento"", ""fuente_marca"": ""el hambre"", ""fuente_inferencia"": ""el hambre"", ""modo_existencia"": ""actual"", ""tipo_configuracion"": ""cualificacion_por_indicadores_axiologicos""}, {""experienciador"": ""humanidad / población global"", ""experienciador_marca"": ""todo el planeta"", ""tipo_emocion"": ""sufrimiento"", ""fuente_marca"": ""la pobreza"", ""fuente_inferencia"": ""la pobreza"", ""modo_existencia"": ""actual"", ""tipo_configuracion"": ""cualificacion_por_indicadores_axiologicos""}, {""experienciador"": ""humanidad / población global"", ""experienciador_marca"": ""todo el planeta"", ""tipo_emocion"": ""sufrimiento"", ""fuente_marca"": ""la indigencia"", ""fuente_inferencia"": ""la indigencia"", ""modo_existencia"": ""actual"", ""tipo_configuracion"": ""cualificacion_por_indicadores_axiologicos""}]",v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.365046+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,23,La evidencia empírica es incuestionable.,[],v22,,"[{""experienciador"": ""Javier Milei"", ""experienciador_marca"": ""no identificado"", ""tipo_emocion"": ""certeza"", ""fuente_marca"": ""La evidencia empírica"", ""fuente_inferencia"": ""la evidencia empírica"", ""modo_existencia"": ""actual"", ""tipo_configuracion"": ""cualificacion_por_indicadores_cognitivos""}]",v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.365163+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,24,"Por eso, como no cabe duda de que el capitalismo de libre mercado es superior – en términos productivos – la doxa de izquierda ha atacado al capitalismo por sus cuestiones de moralidad, por ser – según ellos - dicen sus detractores, que es injusto.","[{""marca"": ""la doxa de izquierda"", ""actor"": ""la doxa de izquierda"", ""tipo"": ""colectivo"", ""modo"": ""explicito"", ""justificacion"": ""Mencionada explícitamente como el sujeto que realiza la acción de atacar.""}, {""marca"": ""ellos"", ""actor"": ""detractores del capitalismo / sectores de izquierda"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""El pronombre 'ellos' y el sustantivo 'detractores' refieren a quienes critican el sistema.""}, {""marca"": ""sus detractores"", ""actor"": ""detractores del capitalismo / sectores de izquierda"", ""tipo"": ""colectivo"", ""modo"": ""explicito"", ""justificacion"": ""Mencionados explícitamente como quienes sostienen que el sistema es injusto.""}]",v22,,"[{""experienciador"": ""detractores del capitalismo / sectores de izquierda"", ""experienciador_marca"": ""sus detractores"", ""tipo_emocion"": ""indignación"", ""fuente_marca"": ""capitalismo"", ""fuente_inferencia"": ""capitalismo de libre mercado"", ""modo_existencia"": ""realizada"", ""tipo_configuracion"": ""cualificacion_por_indicadores_axiologicos""}]",v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.365263+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,25,"Dicen que el capitalismo es malo porque es individualista y que el colectivismo es bueno porque es altruista, con la ajena.","[{""marca"": ""Dicen"", ""actor"": ""críticos del capitalismo / defensores del colectivismo"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""El verbo 'Dicen' indica un sujeto tácito que sostiene una opinión específica sobre los sistemas económicos.""}]",v22,,"[{""experienciador"": ""Javier Milei"", ""experienciador_marca"": ""Dicen"", ""tipo_emocion"": ""indignación"", ""fuente_marca"": ""el colectivismo"", ""fuente_inferencia"": ""el colectivismo"", ""modo_existencia"": ""actual"", ""tipo_configuracion"": ""cualificacion_por_indicadores_axiologicos""}, {""experienciador"": ""críticos del capitalismo"", ""experienciador_marca"": ""Dicen"", ""tipo_emocion"": ""rechazo"", ""fuente_marca"": ""el capitalismo"", ""fuente_inferencia"": ""el capitalismo"", ""modo_existencia"": ""realizada"", ""tipo_configuracion"": ""cualificacion_por_indicadores_axiologicos""}]",v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.365366+00:00
casarosada_50299-palabras-del-presidente-de-la-nacion-javier-milei-en-el-54-reunion-anual-del-foro-economico-mundial-de-davos,26,"En consecuencia bregan por la justicia social, pero este concepto que – desde el Primer Mundo – se ha puesto de moda, en la última época, en mi país es una constante del discurso político, desde hace más de 80 años.","[{""marca"": ""bregan"", ""actor"": ""actores políticos/ideológicos que defienden la justicia social"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""El verbo 'bregan' implica un sujeto tácito que realiza la acción de luchar o esforzarse por un ideal.""}, {""marca"": ""el Primer Mundo"", ""actor"": ""países desarrollados / élites globales"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""La expresión 'el Primer Mundo' funciona como metonimia de los países o actores que lideran dicho bloque y pusieron la idea de moda.""}, {""marca"": ""discurso político"", ""actor"": ""la clase política argentina"", ""tipo"": ""colectivo"", ""modo"": ""inferido"", ""justificacion"": ""Se infiere el actor que sostiene el 'discurso político' en el país mencionado durante las últimas décadas.""}]",v22,,"[{""experienciador"": ""Javier Milei"", ""experienciador_marca"": ""mi país"", ""tipo_emocion"": ""indignación"", ""fuente_marca"": ""la justicia social"", ""fuente_inferencia"": ""la justicia social"", ""modo_existencia"": ""actual"", ""tipo_configuracion"": ""cualificacion_por_indicadores_axiologicos""}]",v22,,,,,2026-06-24 08:56:08,2026-07-02 21:26:26.365489+00:00
