codigo,recorte_id,posicion,frase
DISCURSO_001,DISCURSO_001_FR_027,27,"Entonces es como que, no sé, tenían una acción y les cayó 20% en ese momento nada más."
DISCURSO_001,DISCURSO_001_FR_028,28,"Entonces, claramente, si se les caía la sal era mala suerte, y de ahí viene esa tradición."
DISCURSO_001,DISCURSO_001_FR_029,29,"O, por ejemplo, aquellos que tienen una edad como la mía o un poco más habrán visto películas de cárceles y el dinero que se usa en la cárcel son los cigarrillos."
DISCURSO_001,DISCURSO_001_FR_030,30,"Es decir, son lo que se denomina como dije antes: bienes de intercambio indirecto, es decir, son bienes que se usan para hacer intercambio no porque ustedes lo quieran per se."
DISCURSO_001,DISCURSO_001_FR_031,31,"Y eso tiene una consecuencia directa, y es que en el fondo la demanda de dinero es una demanda espejo de lo que ocurre en el mercado de bienes."
DISCURSO_001,DISCURSO_001_FR_032,32,"Entonces, por ejemplo, ustedes habrán visto en los libros de texto estas funciones de demanda de dinero que dependen positivamente del ingreso y negativamente de la tasa de interés."
DISCURSO_001,DISCURSO_001_FR_033,33,"Ahora, esa formulación de la demanda de dinero no es de equilibrio general."
DISCURSO_001,DISCURSO_001_FR_034,34,Esa formulación de demanda de dinero está mal.
DISCURSO_001,DISCURSO_001_FR_035,35,"En realidad, si la demanda de dinero es una demanda espejo de lo que pasa en el mercado de bienes, la demanda real de dinero debería ser una función de estas características, es decir, una función que depende básicamente del consumo."
DISCURSO_001,DISCURSO_001_FR_036,36,La verdadera demanda de dinero depende del consumo.
DISCURSO_001,DISCURSO_001_FR_037,37,"Y si ustedes están en un contexto de equilibrio general, lo que tienen es que el consumo es una función de todos los precios de la economía."
DISCURSO_001,DISCURSO_001_FR_038,38,"En definitiva, la demanda de dinero que ustedes van a tener, va a tener estas características."
DISCURSO_001,DISCURSO_001_FR_039,39,"Es decir, donde el vector de consumo depende de todos los precios de la economía y ahí entonces se dan cuenta que está mal la función de demanda de dinero que depende del ingreso y depende de la tasa de interés."
DISCURSO_001,DISCURSO_001_FR_040,40,¿Esto por qué lo explico?
DISCURSO_001,DISCURSO_001_FR_041,41,Porque es fundamental para entender qué es la tasa de interés.
DISCURSO_001,DISCURSO_001_FR_042,42,Después eso lo vamos a ver en la tercera parte.
DISCURSO_001,DISCURSO_001_FR_043,43,¿Por qué en un sistema de equilibrio general no metemos el ingreso en la función de demanda de dinero?
DISCURSO_001,DISCURSO_001_FR_044,44,"porque en un modelo de equilibrio general verdadero el ingreso queda determinado por el equilibrio de precios y cantidades, por lo tanto, poner el ingreso es una mala definición, sería como re duplicar el problema funcional, con que estén los precios le alcance y sobra."
DISCURSO_001,DISCURSO_001_FR_045,45,"Es decir, en el fondo, el ingreso de ustedes se va a derivar ¿de qué?"
DISCURSO_001,DISCURSO_001_FR_046,46,"de la venta de ocio más la participación que ustedes tengan en las empresas de la economía y, en definitiva, lo que pasa en los beneficios de la empresa de la economía depende de los precios."
DISCURSO_001,DISCURSO_001_FR_047,47,"En definitiva, va a depender de todos los precios."
DISCURSO_001,DISCURSO_001_FR_048,48,"Ya les voy adelantando también que, en realidad, también está mal poner la tasa de interés adentro de la función de demanda de dinero."
DISCURSO_001,DISCURSO_001_FR_049,49,Esto lo explico porque hay algunas reflexiones sobre qué es la tasa de interés que son aberrantes y que están mal.
DISCURSO_001,DISCURSO_001_FR_050,50,"Por ejemplo, decir que la tasa de interés es el precio del dinero."
DISCURSO_001,DISCURSO_001_FR_051,51,"Si ustedes escuchan a un economista decir eso, les sugiero que lo inviten a irse, por decirlo de alguna manera de manera elegante."
DISCURSO_001,DISCURSO_001_FR_052,52,¿Por qué?
DISCURSO_001,DISCURSO_001_FR_053,53,"básicamente, porque en realidad, la tasa de interés no es que existe porque existe el dinero."
DISCURSO_001,DISCURSO_001_FR_054,54,La tasa de interés existe porque existe el tiempo.
DISCURSO_001,DISCURSO_001_FR_055,55,"Ustedes podrían tener una economía de trueque que tenga tasa de interés, porque básicamente la tasa de interés tiene que ver con la relación de los precios presentes respecto de los precios futuros."
DISCURSO_001,DISCURSO_001_FR_056,56,"Por lo tanto, la tasa de interés tiene que ver con la existencia del tiempo."
DISCURSO_001,DISCURSO_001_FR_057,57,"Aquellos que estén acostumbrados a mirar modelos de características inter temporales, si ustedes por ejemplo miraran el modelo de Ramsey, el modelo de Ramsey tiene tasa de interés y, sin embargo, no tiene dinero, entonces ¿cómo es que aparece la tasa de interés?"
DISCURSO_001,DISCURSO_001_FR_058,58,"Eso lo voy a estar explicando con mayor detalle en la parte tres, pero es un adelanto que les doy."
DISCURSO_001,DISCURSO_001_FR_059,59,"Y qué es lo interesante de esto es que, si la demanda de dinero tiene la característica que dije recién, y el consumo en realidad, ¿de qué va a depender?"
DISCURSO_001,DISCURSO_001_FR_060,60,"Va a depender de las características estructurales de una economía, que son las preferencias."
DISCURSO_001,DISCURSO_001_FR_061,61,Las preferencias son un dato.
DISCURSO_001,DISCURSO_001_FR_062,62,"Va a depender de la tecnología, salvo que ustedes sepan cómo va a ser el progreso tecnológico, también es un dato."
DISCURSO_001,DISCURSO_001_FR_063,63,"Si ustedes tienen las dotaciones, también son un dato."
DISCURSO_001,DISCURSO_001_FR_064,64,"Y si asumen una economía de propiedad privada, los beneficios son todos capturados por el sector privado."
DISCURSO_001,DISCURSO_001_FR_065,65,"Por lo tanto, todos estos elementos que están acá y que se llaman parámetros profundos, así los denominaba Robert Lucas Jr., básicamente, si estos parámetros son todos dados, quiere decir que, salvo que el sistema tenga alguna perturbación, este vector de consumo está dado y en realidad es una forma granítica."
DISCURSO_001,DISCURSO_001_FR_066,66,"Es decir, que los teóricos cuantitativistas, cuando asumían que la demanda de dinero era una fracción constante del ingreso, no eran tontos, o sea, estaban viendo un problema que dependía de todos parámetros que eran exógenos."
DISCURSO_001,DISCURSO_001_FR_067,67,"Y entonces, ¿a qué viene todo esto?"
DISCURSO_001,DISCURSO_001_FR_068,68,"Bueno, esto viene a que en equilibrio la oferta real de dinero tiene que ser igual a la demanda de dinero, a la demanda real de dinero."
DISCURSO_001,DISCURSO_001_FR_069,69,¿Y por qué es importante esto?
DISCURSO_001,DISCURSO_001_FR_070,70,"Porque puedo despejar el nivel de precios, y el nivel de precios es el cociente entre la oferta de dinero y la demanda de dinero."
DISCURSO_001,DISCURSO_001_FR_071,71,"De ahí la naturaleza monetaria de la inflación, es decir, la inflación es siempre y en todo lugar un fenómeno monetario generado por un exceso de oferta, ya sea o porque sube M, o porque cae la demanda de dinero, o porque ocurren las dos cosas, que hacen que el nivel de precios suba, es decir, que el poder adquisitivo de la moneda caiga."
DISCURSO_001,DISCURSO_001_FR_072,72,"Entonces, en definitiva, eso es lo que explica la naturaleza monetaria de la inflación."
DISCURSO_001,DISCURSO_001_FR_073,73,"Y eso, además, ¿por qué es interesante?"
DISCURSO_001,DISCURSO_001_FR_074,74,¿Por qué es importante?
DISCURSO_001,DISCURSO_001_FR_075,75,porque cuando nosotros llegamos al gobierno la tasa de inflación corría al uno y medio diario y hoy la inflación corre al uno y medio mensual.
DISCURSO_001,DISCURSO_001_FR_076,76,"Si eso ustedes lo ponen en términos exponenciales, la tasa de inflación dejó de correr de niveles del 17.000% a niveles del 20%."
DISCURSO_001,DISCURSO_001_FR_077,77,Ahora se entiende porque el señor Toto Caputo es el mejor Ministro de Economía del mundo.
DISCURSO_001,DISCURSO_001_FR_078,78,Y eso básicamente lo logramos por terminar de cuajo en el primer mes de gestión el déficit fiscal.
DISCURSO_001,DISCURSO_001_FR_079,79,Nosotros heredamos un déficit fiscal en el Tesoro de cinco puntos del PBI y de diez puntos del PBI en el Banco Central.
DISCURSO_001,DISCURSO_001_FR_080,80,"Entonces hicimos en el primer mes de gestión lo que no se hizo en 123 años, que fue poner el resultado financiero en caja."
DISCURSO_001,DISCURSO_001_FR_081,81,"Sino que, además, algo que parecía imposible, a los seis meses limpiamos el balance del Banco Central."
DISCURSO_001,DISCURSO_001_FR_082,82,"Entonces empezamos a ponerle fin a la creación de dinero endógena y, por ende, la inflación entró en un sendero decreciente."
DISCURSO_001,DISCURSO_001_FR_083,83,"No solo eso, sino que, además, por lo tanto, el primer mito que derribamos era esa tontería de la inflación multicausal: demostramos que la inflación es un fenómeno monetario, cortamos la emisión de dinero y se cortó la inflación."
DISCURSO_001,DISCURSO_001_FR_084,84,"Ahora, también es cierto que cuando empezamos a hacer esto dijeron que no iba a funcionar, que no íbamos a poder bajar la inflación de niveles del 30% mensual."
DISCURSO_001,DISCURSO_001_FR_085,85,"Cuando la inflación bajó, después decían que no podíamos romper el 8, después que no podíamos romper el 4, después que no podíamos romper el 2, y la inflación sigue bajando."
DISCURSO_001,DISCURSO_001_FR_086,86,"De hecho, la inflación no se da de manera instantánea."
DISCURSO_001,DISCURSO_001_FR_087,87,"Por algo les gusta tanto a los políticos, ¿por qué?"
DISCURSO_001,DISCURSO_001_FR_088,88,"Porque ustedes inyectan el dinero hoy y el impacto aparece dentro de 18 a 24 meses, entre un año y medio y dos."
DISCURSO_001,DISCURSO_001_FR_089,89,"Entonces, por eso les resulta tan divertido votar cualquier tipo de estupideces para aumentar el gasto público y generar déficit fiscal, si total después lo paga otro salame de acá a dos años."
DISCURSO_001,DISCURSO_001_FR_090,90,"Y, en ese contexto, nosotros, desde mediados del año pasado hemos logrado fijar la cantidad de dinero."
DISCURSO_001,DISCURSO_001_FR_091,91,"Por lo tanto, de acá a mitad del año que viene la inflación habrá sido solamente una pesadilla que se terminó y, en ese contexto, no solo eso, dijeron que la actividad económica se iba a derrumbar, que íbamos a generar una gran depresión y no pasó eso."
DISCURSO_001,DISCURSO_001_FR_092,92,"La actividad medida por el EMAE desestacionalizado, diciembre contra diciembre, terminó 6% arriba en el 24."
DISCURSO_001,DISCURSO_001_FR_093,93,"Es decir, la economía se contrajo durante el primer trimestre y a partir de abril empezó a expandirse."
DISCURSO_001,DISCURSO_001_FR_094,94,"Con lo cual, ya llevamos cinco trimestres con la economía expandiéndose, ya hemos llegado al nivel máximo que teníamos en el 2011 y, además, también, estamos en el pico de consumo."
DISCURSO_001,DISCURSO_001_FR_095,95,"Es decir, que todas esas cosas que dicen acerca de que la actividad no se recupera, de que el consumo está deprimido, es mucho relato porque los datos dicen otra cosa."
DISCURSO_001,DISCURSO_001_FR_096,96,Pero en el medio también pasaron cosas.
DISCURSO_001,DISCURSO_001_FR_097,97,"Esa fuerte recuperación de la actividad y la caída de la inflación hicieron que desde el mes de abril del año pasado también han subido de manera continua los salarios reales, y eso ha significado que los crueles liberales sacamos de la pobreza a 12 millones de personas: 6 millones de personas que no comían, hoy sí comen, y además sacamos también de la pobreza a 2 millones y medio de chicos."
DISCURSO_001,DISCURSO_001_FR_098,98,"Por lo tanto, claramente las ideas de la libertad están funcionando."
DISCURSO_001,DISCURSO_001_FR_099,99,"Pero no solo hemos logrado tirar todos esos mitos, es decir, hemos logrado demostrar que un ajuste fiscal es expansivo… el pass through, es decir, lo que es básicamente el traspaso a precios de la devaluación, algo así como si ustedes quisieran, tendría que desde el tipo de cambio va hacia los precios."
DISCURSO_001,DISCURSO_001_FR_100,100,"Y nosotros dijimos que no, que esto era falso y que en realidad la causación es desde la cantidad de dinero a los precios."
DISCURSO_001,DISCURSO_001_FR_101,101,"Lo que pasa es que la literatura, como consecuencia de lo que fue el keynesianismo, ignora algo que se llama efecto Hume-Cantillon."
DISCURSO_001,DISCURSO_001_FR_102,102,El efecto Hume-Cantillon lo que hace es describir la dinámica que van teniendo los precios.
DISCURSO_001,DISCURSO_001_FR_103,103,"Entonces, cuando ustedes generan un exceso de oferta de dinero, como dijimos antes, o porque emitimos dinero, o porque cayó la demanda, o porque pasaron las dos cosas a la vez, lo que sucede es que, como el tipo de cambio, el dólar es un activo financiero, sube primero."
DISCURSO_001,DISCURSO_001_FR_104,104,"Atrás de la subida del dólar viene la subida de los transables, después vienen los mayoristas, después los minoristas y, por último, los salarios."
DISCURSO_001,DISCURSO_001_FR_105,105,"Por eso también las devaluaciones son tan impopulares, porque básicamente implican una destrucción del salario real."
DISCURSO_001,DISCURSO_001_FR_106,106,"Por eso a veces a mí me sorprende aquellos que están todo el tiempo pidiendo devaluación, porque lo que están pidiendo en realidad es que bajen los salarios en dólares y que aumenten los pobres y los indigentes."
DISCURSO_001,DISCURSO_001_FR_107,107,"Discúlpeme, pero yo en ese modelo, paso."
DISCURSO_001,DISCURSO_001_FR_108,108,"Es más, uno de los… es más, los economistas no trabajan bien con los modelos de equilibrio general."
DISCURSO_001,DISCURSO_001_FR_109,109,"Entonces, lo que hay que entender es, por qué a veces la devaluación genera inflación y por qué a veces no y eso depende claramente de la convalidación monetaria."
DISCURSO_001,DISCURSO_001_FR_110,110,"Supongan que yo tengo dos bienes, el A y el B, y que, por alguna cuestión, sube la demanda de A y cae la demanda de B, eso quiere decir que el precio de A tiene que subir y el precio de B tiene que caer."
DISCURSO_001,DISCURSO_001_FR_111,111,"es decir, el precio relativo entre A y B sube."
DISCURSO_001,DISCURSO_001_FR_112,112,"Ahora, en ese contexto, si yo estoy empecinado a seguir consumiendo A de manera inelástica, mi gasto en A va a aumentar, consecuentemente mi gasto en B tiene que caer."
DISCURSO_001,DISCURSO_001_FR_113,113,"Es decir que, así como sube el precio de A, va a haber una retracción de la demanda en B, que es lo que va a empujar el precio hacia abajo."
DISCURSO_001,DISCURSO_001_FR_114,114,"La única forma de que el precio de B no caiga, es que yo le estire la restricción presupuestaria a los individuos y la forma en la cual un gobierno hace eso, es emitiendo dinero."
DISCURSO_001,DISCURSO_001_FR_115,115,"Entonces, cuando ustedes le tiran la restricción presupuestaria al individuo, para que gaste más, la consecuencia es que el precio de B no cae, pero el precio de A sube mucho más que proporcionalmente."
DISCURSO_001,DISCURSO_001_FR_116,116,"Y si ustedes tienen en cuenta que, además la política monetaria tiene rezagos, puede ser que hasta la convalidación monetaria haya ocurrido muchísimo antes, porque ustedes tienen que purgar entre 18 y 24 meses hasta que la inflación desaparezca."
DISCURSO_001,DISCURSO_001_FR_117,117,"Es más, nosotros, hoy lo que estamos haciendo es purgar la inflación que nos dejó el gobierno anterior que a lo largo de cuatro años se emitió 28 puntos del PBI, que durante el último año de gestión o de des-gestión, emitieron 13 puntos del PBI y en ese contexto, aparecen los problemas no solo del rezago tradicional o común de los 18 a los 24 meses, aparecen dos figuras o una misma figura, pero con distintos orígenes que es, el problema del money overhang monetario, es decir, el sobrante de dinero."
DISCURSO_001,DISCURSO_001_FR_118,118,"Por ejemplo, una de las cosas que sucede, es que si ustedes fijan precios lo que están haciendo al fijar los precios por debajo del equilibrio, que es lo que se suele hacer recurrentemente, no solo generan ese exceso de demanda en el mercado de bienes, generan un exceso de oferta artificial en el mercado de dinero, ahí está el sobrante monetario y es porque, como el poder adquisitivo del dinero es el inverso el nivel de precios, si ustedes hacen controles de precio es como ponerle un precio por encima del equilibrio al dinero."
DISCURSO_001,DISCURSO_001_FR_119,119,"Consecuentemente, cuando hacen controles de precios, generan sobrante monetario."
DISCURSO_001,DISCURSO_001_FR_120,120,"Obviamente, que cuando ustedes lo liberan, justamente lo que pasa es que los precios van a su lugar y por eso se manifiesta como un salto en el nivel de precios que luce como inflación."
DISCURSO_001,DISCURSO_001_FR_121,121,"Nosotros lo padecimos en el primer mes de gobierno, un salto del 54% en los mayoristas y 25% en el precio del consumidor."
DISCURSO_001,DISCURSO_001_FR_122,122,Pero no es la única fuente de sobrante monetario.
DISCURSO_001,DISCURSO_001_FR_123,123,Hay otra fuente de sobrante monetario que deriva de los controles de capitales.
DISCURSO_001,DISCURSO_001_FR_124,124,"Es decir, con lo cual hay sobrantes monetarios por controles de precios y hay sobrantes monetarios por controles de capitales."
DISCURSO_001,DISCURSO_001_FR_125,125,"Si ustedes, por ejemplo, tienen déficit fiscal, como tenía el gobierno anterior y emitía a mansalva, sí, eso ¿qué hacía?"
DISCURSO_001,DISCURSO_001_FR_126,126,generaba presión en los precios.
DISCURSO_001,DISCURSO_001_FR_127,127,"Como el gobierno anterior no quería reconocer eso, no solo hacía controles de precios, sino que, además, cuando se le empezaba a escapar la demanda para el mercado de bienes transables, ¿sí?"
DISCURSO_001,DISCURSO_001_FR_128,128,¿Cuál era la consecuencia?
DISCURSO_001,DISCURSO_001_FR_129,129,"la consecuencia es que empezábamos a deteriorar las cuentas del sector externo y al no tener financiamiento eso generaba un déficit de cuenta corriente y entonces empezaban a perder dólares, sí, entonces ¿qué hacía el gobierno anterior?"
DISCURSO_001,DISCURSO_001_FR_130,130,"ponía controles de capitales que es una forma de devaluar sin tocar el tipo de cambio, que es una salvajada yendo contra las cantidades."
DISCURSO_001,DISCURSO_001_FR_131,131,"Obviamente que eso generaba un exceso de oferta en el mercado de bonos, eso hacía que el precio de los bonos caiga y, por ende, suba la tasa de interés, y el riesgo país era enorme, el riesgo país estaba en torno a los 3000 puntos básicos."
DISCURSO_001,DISCURSO_001_FR_132,132,"Esa alta tasa de interés lo que generaba era un exceso de oferta en el mercado de bienes, por lo tanto, la actividad estaba estancada desde el año 2011 en Argentina, con fluctuaciones acordes al ciclo político."
DISCURSO_001,DISCURSO_001_FR_133,133,"No solo eso, ese exceso de oferta en el mercado de bienes se traducía en un exceso de oferta en el mercado de trabajo, lo cual no solo hacía caer el salario real fuertemente, sino que además no se generaban puestos de trabajo, y eso el gobierno anterior lo compensaba sumando empleados públicos y generando más déficit fiscal."
DISCURSO_001,DISCURSO_001_FR_134,134,Y llegamos a la locura de que un tercio de los trabajadores formales eran pobres.
DISCURSO_001,DISCURSO_001_FR_135,135,Ese era el sistema que dejaron.
DISCURSO_001,DISCURSO_001_FR_136,136,"Obviamente que todavía estamos purgando todos esos desequilibrios monetarios que había dejado el kirchnerismo, y que nosotros, al haber fijado la cantidad de dinero a mitad del año pasado, estimamos que a mitad del año que viene no va a haber más inflación."
DISCURSO_001,DISCURSO_001_FR_137,137,"Es más, es muy interesante porque a mí me sorprende que los economistas ni siquiera se den cuenta de que el efecto Hume-Cantillon está en un modelo del que suelen hablar mucho y que de hecho lo mencionan todo el tiempo, que es el modelo de Overshooting de Dornbusch, un paper que escribió allá por 1976."
DISCURSO_001,DISCURSO_001_FR_138,138,"Y, es más, era tan avanzado y tan revolucionario para la época que lo tuvo que publicar en un journal de tercera categoría, porque cuando los papers son muy novedosos no suelen entrar en los journals importantes."
DISCURSO_001,DISCURSO_001_FR_139,139,"Y, de hecho, el Overshooting explica una situación en la cual hay un salto exagerado en el tipo de cambio y después cae."
DISCURSO_001,DISCURSO_001_FR_140,140,"Básicamente, lo que ustedes tienen es que generan el desequilibrio monetario, se le va al mercado de cambios y, como no hay dólares suficientes, el tipo de cambio sube y ustedes tienen que devaluar más que proporcionalmente, porque como el mercado de bienes ajusta lento, ustedes tienen que sobredevaluar para que caigan mucho las importaciones y para que suban las exportaciones, y así equilibrar en el mercado financiero la generación que tienen que generar en el mercado de bienes."
DISCURSO_001,DISCURSO_001_FR_141,141,"Es decir, el Overshooting es consecuencia de que el mercado de dinero ajusta rápido y de que el mercado de bienes ajusta lento."
DISCURSO_001,DISCURSO_001_FR_142,142,"Con lo cual, se pasan hablando del Overshooting y desconocen el efecto Hume-Cantillon, que es lo que está detrás de eso."
DISCURSO_001,DISCURSO_001_FR_143,143,"Afortunadamente, pasaron algunas cosas interesantes en el medio, porque abrimos el cepo, primero cuando decían que no lo íbamos a abrir porque era un año electoral, y la realidad es que nosotros no negociamos la libertad."
DISCURSO_001,DISCURSO_001_FR_144,144,"Así que cuando estuvieron los dólares para abrir, nosotros no tenemos un criterio utilitarista, tenemos un criterio moral, y en ese criterio no hay nada que justifique la esclavitud."
DISCURSO_001,DISCURSO_001_FR_145,145,"Por eso, a pesar de todos los pronósticos, abrimos el cepo en un año electoral."
DISCURSO_001,DISCURSO_001_FR_146,146,"No solo eso: cuando se anunciaron las bandas, todos dijeron que se iba a ir al techo de la banda, que se iba a romper la banda, y en realidad, casi como si las elasticidades fueran unitarias, el precio quedó en el medio."
DISCURSO_001,DISCURSO_001_FR_147,147,"Entonces, la realidad es que, si ustedes quieren, tenían el mercado de divisas con estas características: acá tenían el oficial, acá tenían el paralelo."
DISCURSO_001,DISCURSO_001_FR_148,148,¿Qué les hubiera dicho la teoría económica?
DISCURSO_001,DISCURSO_001_FR_149,149,Que se iban a ir por acá.
DISCURSO_001,DISCURSO_001_FR_150,150,¿Y qué fue lo que pasó?
DISCURSO_001,DISCURSO_001_FR_151,151,Se fue por acá.
DISCURSO_001,DISCURSO_001_FR_152,152,"O sea, obviamente otra vez volvió a ganar la buena teoría económica."
DISCURSO_001,DISCURSO_001_FR_153,153,Pero no solo eso: recientemente tuvimos un movimiento en el tipo de cambio y tampoco hubo traspaso a precios.
DISCURSO_001,DISCURSO_001_FR_154,154,"De hecho, la inflación núcleo además siguió cayendo."
DISCURSO_001,DISCURSO_001_FR_155,155,"Es decir, no solo que la inflación núcleo, que ya acumula meses viniendo abajo del 2%, aún a pesar del salto en el tipo de cambio, la inflación núcleo cayó."
DISCURSO_001,DISCURSO_001_FR_156,156,"Con lo cual, ya con el Ministro Caputo nos hemos acostumbrado a que malinterpreten las cosas que hacemos, porque básicamente tendrían que estar reescribiendo todos los manuales, porque todas las cosas que hemos pensado durante los últimos 90 años están todas mal."
DISCURSO_001,DISCURSO_001_FR_157,157,Nosotros estamos demostrando por qué.
DISCURSO_001,DISCURSO_001_FR_158,158,"Y en ese contexto, el otro problema que hay, es el de la tasa de interés."
DISCURSO_001,DISCURSO_001_FR_159,159,"La tasa de interés, en realidad, el problema con la mala interpretación de la tasa de interés tiene origen en un libro que se publicó en 1936, de un señor que se llamaba John Maynard Keynes, que escribió un libro que se llamaba Teoría General de la Ocupación, el Interés y el Dinero, y básicamente es un modelo, que a diferencia de la tradición Wickseliana, que era lo que predominaba el pensamiento económico en la década del 20 y que era de característica inter- temporal, Keynes decidió hacer un trabajo que rompía toda la inter- temporalidad del modelo."
DISCURSO_001,DISCURSO_001_FR_160,160,"Entonces, mientras que los modelos wickselianos, la tasa de interés se determina en el mercado de bienes, que eso ahora lo voy a explicar con mayor detalle y se determina el poder adquisitivo del dinero en el mercado de dinero, Keynes decide determinar en el mercado de bienes el ingreso, o sea, el PBI."
DISCURSO_001,DISCURSO_001_FR_161,161,"En el mercado de trabajo determina el salario, combinando una oferta de trabajo rígida y una demanda de trabajo ligada a la demanda agregada."
DISCURSO_001,DISCURSO_001_FR_162,162,"Y en el mercado de dinero determina la tasa de interés, en lugar de terminar el poder de adquisitivo del dinero."
DISCURSO_001,DISCURSO_001_FR_163,163,"Por lo tanto, termina generando un monstruo para determinar el nivel de precios, en total contradicción a lo que venía trabajando la teoría económica desde 1871, a partir de la obra de Menger, pero también en paralelo de Jevons y Walras, de la teoría subjetiva del valor."
DISCURSO_001,DISCURSO_001_FR_164,164,Keynes vuelve a la teoría objetiva del valor y dice que los precios son un markup sobre los costos.
DISCURSO_001,DISCURSO_001_FR_165,165,"La teoría general es amada por los políticos, porque todo lo bueno que pasa en el modelo es gracias a la política y todas las cosas malas tienen a quien echarle la culpa."
