dominancia,justificacion,recorte_id,experienciador,tipo_emocion
Cognoscitiva,"La frase expresa una evaluación crítica y un juicio sobre la acción de la casta, señalando que ha fracturado la relación entre la política y las fuerzas armadas. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción de ira se manifiesta principalmente a través de la cognición (juicio, valoración y crítica).",DISCURSO_048_FR_020,Presidente Javier Milei,ira
Cognoscitiva,"El discurso se centra en juicios y evaluaciones críticas sobre la hipocresía y la injusticia percibida, sin mencionar manifestaciones físicas o sensaciones corporales. La indignación se expresa principalmente a través de la valoración de la conducta de los demás y la consecuencia negativa para el desarrollo militar, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_021,Presidente Javier Milei,Indignación
Cognoscitiva,"El enunciado expresa frustración a través de una evaluación cognitiva: el hablante lamenta la pérdida de años valiosos en el desarrollo militar, calificando la acción de la casta política como causa de esa pérdida. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",DISCURSO_048_FR_021,Presidente Javier Milei,Frustración
Cognoscitiva,"El discurso expresa un juicio crítico y evaluativo sobre la conducta de los interlocutores, señalando que su desprestigio de las fuerzas causó pérdidas de tiempo y recursos. No se menciona ninguna manifestación física o sensación corporal, por lo que la emoción de resentimiento se manifiesta principalmente a través de la cognición (juicios, evaluaciones e interpretaciones).",DISCURSO_048_FR_021,Presidente Javier Milei,Resentimiento
Cognoscitiva,"El discurso menciona la pérdida de años valiosos y la falta de apoyo político, lo que implica una valoración negativa y una evaluación de resultados. No se hace referencia a sensaciones físicas, por lo que la emoción se manifiesta principalmente en juicios y evaluaciones, lo que indica dominancia cognoscitiva.",DISCURSO_048_FR_021,Presidente Javier Milei,Decepción
Cognoscitiva,"El presidente expresa alivio mediante la valoración positiva de que el afecto persistente no fue destruido, usando la expresión 'por suerte', lo cual indica una evaluación cognitiva de la situación, sin indicios de manifestaciones corporales.",DISCURSO_048_FR_022,Presidente Javier Milei,Alivio
Cognoscitiva,"El enunciado expresa orgullo a través de juicios y evaluaciones sobre el respeto y reconocimiento que merecen las fuerzas, sin indicios de manifestaciones corporales, por lo que la dominancia es cognoscitiva.",DISCURSO_048_FR_023,Presidente Javier Milei,Orgullo
cognoscitiva,"La frase expresa una expectativa positiva sobre el futuro y una valoración favorable de las acciones y resultados, lo que indica que la emoción de esperanza se manifiesta principalmente a través de juicios, evaluaciones y pensamientos, característicos de la dominancia cognoscitiva.",DISCURSO_048_FR_023,Presidente Javier Milei,Esperanza
Cognoscitiva,"El discurso enfatiza la evaluación mental de superar una etapa triste y comenzar una nueva, sin mencionar manifestaciones físicas. La emoción de alivio se presenta principalmente como un juicio positivo sobre el cambio de situación, lo que indica dominancia cognoscitiva.",DISCURSO_048_FR_023,Presidente Javier Milei,Alivio
Cognoscitiva,"El enunciado muestra una intención y juicio de acción futura, sin indicios de manifestaciones corporales, por lo que la dominancia es cognoscitiva.",DISCURSO_048_FR_023,Presidente Javier Milei,Determinación
Cognoscitiva,"El optimismo expresado en el discurso se basa principalmente en juicios y evaluaciones positivas sobre el futuro (“estamos dando vuelta esta triste página…comenzamos a escribir una nueva”), sin indicios de manifestaciones físicas o gestos. Por lo tanto, la dominancia de la emoción es cognoscitiva.",DISCURSO_048_FR_023,Presidente Javier Milei,Optimismo
Cognoscitiva,"La expresión de satisfacción se centra en la valoración y reconocimiento de un logro político: ""estamos dando vuelta esta triste página"" y ""nuestras fuerzas tienen el respeto y el reconocimiento que se merecen"". No se menciona ninguna manifestación física o sensorial, por lo que la emoción se manifiesta principalmente a través de juicios y evaluaciones cognitivas.",DISCURSO_048_FR_023,Presidente Javier Milei,Satisfacción
Cognoscitiva,"El sentimiento de orgullo se manifiesta principalmente a través de juicios y evaluaciones internas sobre la acción de reconciliar las fuerzas armadas con la política. No se observan indicios de manifestaciones físicas o gestos que sugieran una dominancia corporal; la emoción se centra en la valoración positiva y el reconocimiento de un logro, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_024,Presidente Javier Milei,orgullo
Cognoscitiva,"La frase expresa una valoración positiva y una percepción de logro por parte del presidente, lo que indica que la emoción de satisfacción se manifiesta principalmente a través de juicios y evaluaciones cognitivas, sin indicios de manifestaciones corporales explícitas en el contexto proporcionado.",DISCURSO_048_FR_024,Presidente Javier Milei,satisfacción
Cognoscitiva,"La frase expresa una expectativa positiva y una valoración favorable del futuro, sin indicios de manifestaciones físicas, lo que indica que la emoción de esperanza se manifiesta principalmente a nivel cognitivo.",DISCURSO_048_FR_024,Presidente Javier Milei,esperanza
Cognoscitiva,"El optimismo se manifiesta en la valoración positiva y la expectativa de mejora que el presidente expresa al afirmar que se están reconcilando las fuerzas armadas con la política. No se mencionan manifestaciones físicas ni gestos, por lo que la emoción se basa principalmente en juicios y evaluaciones cognitivas.",DISCURSO_048_FR_024,Presidente Javier Milei,optimismo
Cognoscitiva,"El discurso expresa una evaluación de confianza en la capacidad del gobierno para apoyar y jerarquizar las fuerzas, lo que implica un juicio y una creencia interna. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se ubica en el dominio cognoscitivo.",DISCURSO_048_FR_025,Presidente Javier Milei,confianza
cognoscitiva,"La frase ""hará todo lo que esté a su alcance"" refleja una actitud de compromiso y decisión basada en juicios y planes futuros, sin indicios de manifestaciones físicas o sensaciones corporales. Por lo tanto, la dominancia de la emoción de determinación se interpreta como cognoscitiva.",DISCURSO_048_FR_025,Presidente Javier Milei,determinación
Cognoscitiva,"El orgullo se expresa principalmente mediante juicios y evaluaciones sobre el legado militar (""honrando el legado que nos dejaron Roca y San Martín""), sin indicios de manifestaciones corporales explícitas, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_025,Presidente Javier Milei,orgullo
Cognoscitiva,"El discurso expresa una expectativa positiva sobre el futuro y una valoración favorable de las acciones que el gobierno realizará, lo que indica una evaluación mental y una proyección de resultados esperanzadores. No se mencionan sensaciones físicas ni gestos corporales, por lo que la emoción de esperanza se manifiesta principalmente en el dominio cognitivo.",DISCURSO_048_FR_025,Presidente Javier Milei,esperanza
Cognoscitiva,"El discurso expresa optimismo a través de juicios y expectativas positivas sobre el futuro: se habla de un gobierno que acompañará y hará todo lo posible para apoyar a los egresados, resaltando la idea de un resultado favorable y de honrar un legado. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción se manifiesta principalmente en la evaluación cognitiva de la situación.",DISCURSO_048_FR_025,Presidente Javier Milei,optimismo
Cognoscitiva,"El discurso expresa preocupación mediante juicios y evaluaciones sobre los desafíos que enfrenta la patria, indicando la necesidad de preparación y responsabilidad. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la dominancia de la emoción es cognoscitiva.",DISCURSO_048_FR_026,Presidente Javier Milei,concern
Cognoscitiva,"El discurso enfatiza la necesidad de decisiones, coraje y responsabilidad, lo que refleja un proceso cognitivo de evaluación y compromiso. No se mencionan manifestaciones físicas, por lo que la dominancia de la emoción de determinación se interpreta como cognoscitiva.",DISCURSO_048_FR_026,Presidente Javier Milei,determination
Cognoscitiva,"El enunciador expresa orgullo al recordar la batalla de Caseros, un hito histórico argentino, lo que implica una valoración cognitiva de la identidad nacional y la historia, sin indicios de manifestaciones corporales explícitas.",DISCURSO_048_FR_027,Presidente Javier Milei,orgullo
Cognoscitiva,"El sentimiento de respeto se manifiesta principalmente a través de juicios y evaluaciones verbales (la referencia a la batalla de Caseros como lugar de conmemoración), sin indicios de manifestaciones corporales o gestos. Por lo tanto, la dominancia de la emoción identificada es cognoscitiva.",DISCURSO_048_FR_027,Presidente Javier Milei,respet
Cognoscitiva,"El discurso enfatiza la valoración mental de la actuación de los camaradas, al referirse a un ""llamado histórico"" y a la necesidad de ""estar a la altura"" y ""prevalecer"". Estas expresiones reflejan juicios de mérito y logro, típicos de la dominancia cognoscitiva, más que manifestaciones físicas explícitas.",DISCURSO_048_FR_028,Presidente Javier Milei,orgullo
cognoscitiva,"La frase expresa una firme intención y voluntad de vencer, reflejando juicios y evaluaciones de la situación (prevalecer contra la tiranía rosista). Aunque implica acción, la predominancia se centra en el aspecto cognitivo de la determinación, es decir, la decisión y el compromiso mental del orador.",DISCURSO_048_FR_028,Presidente Javier Milei,determinación
cognoscitiva,"La indignación expresada por el presidente se fundamenta en juicios y evaluaciones sobre la injusticia de la ""tiranía rosista"", sin indicios de manifestaciones corporales o sensaciones físicas. Por lo tanto, la dominancia de la emoción es cognoscitiva.",DISCURSO_048_FR_028,Presidente Javier Milei,indignación
Cognoscitiva,"El discurso expresa una expectativa positiva y una valoración motivacional: ""motive a dar lo mejor"" y la idea de que la memoria sea un modelo a seguir. Estas expresiones reflejan juicios y evaluaciones mentales sobre el futuro, sin indicios de manifestaciones físicas o sensaciones corporales. Por lo tanto, la dominancia de la emoción de esperanza se interpreta como cognoscitiva.",DISCURSO_048_FR_029,Presidente Javier Milei,esperanza
Cognoscitiva,"El enunciado expresa una valoración positiva y una expectativa de desempeño de los oficiales egresados, lo que indica un juicio de confianza y creencia en su capacidad. No se mencionan manifestaciones físicas ni gestos, por lo que la emoción se manifiesta principalmente a nivel cognitivo.",DISCURSO_048_FR_030,Presidente Javier Milei,confianza
Cognoscitiva,"El enunciado expresa una evaluación de confianza en la capacidad de la nación, basada en juicios de seguridad y respaldo. No se menciona manifestación física ni gestos, por lo que la emoción se manifiesta principalmente en el dominio cognitivo.",DISCURSO_048_FR_031,Presidente Javier Milei,confianza
Cognoscitiva,"El discurso expresa gratitud mediante un reconocimiento verbal y una valoración de la contribución de las fuerzas armadas. No se menciona ninguna manifestación física, gesto o sensación corporal; la emoción se basa en juicios y evaluaciones (aprecio, reconocimiento), lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_032,Presidente Javier Milei,gratitud
Cognoscitiva,"El sentimiento de respeto se manifiesta principalmente a través de juicios y evaluaciones verbales, como la mención y reconocimiento de la labor de las fuerzas armadas. No se describen manifestaciones físicas ni gestos corporales, por lo que la dominancia se ubica en el dominio cognoscitivo.",DISCURSO_048_FR_032,Presidente Javier Milei,respeto
Cognoscitiva,"El discurso expresa orgullo a través de la valoración y reconocimiento de la contribución de las fuerzas armadas a la formación de nuevos oficiales. No se mencionan manifestaciones físicas ni sensaciones corporales, sino un juicio evaluativo y un sentimiento de logro y reconocimiento, lo que indica una dominancia cognoscitiva de la emoción.",DISCURSO_048_FR_032,Presidente Javier Milei,orgullo
Cognoscitiva,"El discurso expresa admiración mediante reconocimiento y valoración de la labor de las fuerzas armadas, sin indicios de manifestaciones físicas o sensaciones corporales, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_032,Presidente Javier Milei,admiración
cognoscitiva,"El enunciado expresa un deseo futuro y una expectativa positiva sobre el resultado de los graduados, sin mencionar sensaciones físicas ni gestos. La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones mentales sobre un posible futuro favorable, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_034,Presidente Javier Milei,esperanza
cognoscitiva,"La expresión de gratitud se manifiesta a través de un reconocimiento verbal y una valoración positiva del apoyo recibido, sin indicios de manifestaciones físicas o gestos. Por lo tanto, la emoción predominante se basa en juicios y evaluaciones cognitivas.",DISCURSO_048_FR_035,Presidente Javier Milei,gratitud
Cognoscitiva,"El enunciado expresa un deseo positivo y una evaluación favorable (una feliz navidad y planes grandes), sin indicios de manifestaciones físicas o sensaciones corporales. La emoción de felicidad se presenta principalmente a través de juicios y pensamientos positivos, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_036,Presidente Javier Milei,felicidad
Cognoscitiva,"El discurso expresa una expectativa positiva y una invitación a planificar en grande para el próximo año, lo que indica una evaluación mental y una valoración futura favorable. No se mencionan manifestaciones físicas ni gestos, por lo que la emoción se manifiesta principalmente a nivel cognitivo.",DISCURSO_048_FR_036,Presidente Javier Milei,optimismo
cognoscitiva,"La expresión de esperanza se manifiesta a través de un deseo verbal y una expectativa mental sobre la bendición divina y la presencia de fuerzas celestiales. No se describen sensaciones físicas ni gestos corporales asociados, por lo que la emoción se basa principalmente en juicios y pensamientos, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_037,Presidente Javier Milei,esperanza
Cognoscitiva,"La emoción de confianza se manifiesta principalmente a través de juicios y evaluaciones internas, como la creencia en la intervención divina y la expectativa de que las fuerzas del cielo acompañen. No se describen manifestaciones físicas o gestos que indiquen una predominancia corporal, por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_037,Presidente Javier Milei,confianza
cognoscitiva,"El enunciador expresa ""muchas gracias"", una manifestación explícita de gratitud que se basa en juicios y evaluaciones de agradecimiento hacia el público, sin indicios de manifestaciones físicas o sensaciones corporales. Por lo tanto, la dominancia de la emoción identificada es cognoscitiva.",DISCURSO_048_FR_038,Presidente Javier Milei,gratitud
cognoscitiva,"El discurso expresa alegría y celebración a través de palabras como ""felicidades a todos"" y ""¡viva la patria!"", sin mencionar manifestaciones físicas o sensaciones corporales. Por lo tanto, la dominancia de la emoción identificada (felicidad) se basa principalmente en juicios y evaluaciones cognitivas.",DISCURSO_048_FR_038,Presidente Javier Milei,felicidad
Cognoscitiva,"El discurso expresa un juicio positivo y una evaluación de la patria con la exclamación '¡viva la patria!', sin indicios de manifestaciones corporales, por lo que la dominancia se interpreta como cognoscitiva.",DISCURSO_048_FR_038,Presidente Javier Milei,orgullo
cognoscitiva,"La emoción de orgullo se manifiesta principalmente a través de juicios y evaluaciones sobre la identidad y el logro del grupo. En el contexto del discurso, el saludo inclusivo y la presencia del presidente generan un sentimiento de orgullo basado en la valoración positiva de la comunidad partidaria, sin indicios de manifestaciones físicas o sensaciones corporales explícitas. Por lo tanto, la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_001,Partido político de Javier Milei y su base electoral,orgullo
Cognoscitiva,"El saludo ""buenas tardes a todos"" es una expresión verbal que implica un juicio social de bienvenida y acogida. No se menciona ninguna manifestación física, gesto o sensación corporal asociada; la emoción se basa principalmente en la evaluación cognitiva de la situación y la intención de incluir a la audiencia. Por lo tanto, la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_001,Público general argentino,bienvenida
Cognoscitiva,El saludo neutro del presidente no presenta manifestaciones físicas ni gestos que indiquen una respuesta corporal; la emoción de indiferencia se basa en la evaluación cognitiva de la falta de contenido emotivo y la neutralidad del gesto.,DISCURSO_048_FR_001,Oposición política (la casta política),indiferencia
Cognoscitiva,"La indignación expresada se centra en la evaluación moral y el juicio de injusticia ante el secuestro ilegal, manifestándose principalmente a través de pensamientos y evaluaciones críticas del acto, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_002,prodestinatario,indignación
Cognoscitiva,"El discurso menciona el secuestro ilegal de Nahuel Gallo y expresa solidaridad con la víctima, lo que implica una evaluación cognitiva de la injusticia y la empatía hacia la víctima. No se describen manifestaciones físicas, gestos ni sensaciones corporales asociadas a la emoción, por lo que la dominancia se infiere como cognoscitiva.",DISCURSO_048_FR_002,prodestinatario,solidaridad
Cognoscitiva,"El discurso expresa indignación al condenar un secuestro ilegal, lo que implica un juicio moral y una evaluación de la injusticia, predominando así la dimensión cognitiva de la emoción.",DISCURSO_048_FR_002,paradestinatario,indignación
Cognoscitiva,"El discurso se centra en la evaluación de un riesgo potencial (el secuestro ilegal de Nahuel Gallo en Venezuela) y la preocupación por la seguridad de ciudadanos argentinos en el extranjero. No se mencionan manifestaciones físicas ni gestos, sino que la emoción se expresa a través de juicios y evaluaciones sobre la situación, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_002,paradestinatario,preocupación
Cognoscitiva,"El discurso expresa una evaluación crítica y condenatoria del secuestro ilegal, lo que indica una predominancia de juicios y evaluaciones mentales típicos de la indignación. No se observan indicios de manifestaciones corporales explícitas en el contexto proporcionado.",DISCURSO_048_FR_002,contradestinatario,indignación
